"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-03","26","33","16",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-04","20","30","12",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-05","31","40","25",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-06","24","31","15",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-07","30","38","26",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-08","43","59","34",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-09","43","47","37",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-10","43","54","37",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-11","51","67","38",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-12","52","59","31",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-13","30","31","19",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-14","31","49","20",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-15","49","61","42",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-16","39","42","30",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-17","29","34","23",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-18","32","43","24",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-19","37","46","31",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-20","46","55","40",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-21","45","55","37",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-22","50","66","39",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-23","43","44","27",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-24","29","37","21",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-25","32","39","22",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-26","34","38","24",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-27","31","46","22",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-28","46","63","35",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-29","51","55","44",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-30","46","48","41",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-03-31","44","56","37",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-01","47","61","37",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-02","45","53","41",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-03","52","64","42",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-04","45","47","41",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-05","47","57","40",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-06","46","62","35",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-07","46","51","40",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-08","54","67","45",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-09","54","65","44",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-10","51","64","38",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-11","62","77","52",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-12","61","74","50",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-13","63","83","51",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-14","70","80","62",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-15","64","67","33",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-16","39","50","31",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-17","41","47","34",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-18","42","49","36",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-19","51","69","38",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-20","52","54","42",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-21","50","64","37",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-22","59","76","48",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-23","57","63","44",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-24","51","64","42",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-25","53","59","42",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-26","54","68","47",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-27","53","60","46",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-28","54","66","43",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-29","50","52","44",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-04-30","46","55","42",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-01","63","78","54",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-02","65","70","56",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-03","61","72","48",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-04","58","66","53",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-05","59","71","49",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-06","61","75","52",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-07","59","69","47",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-08","56","59","52",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-09","58","61","56",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-10","65","84","56",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-11","71","83","59",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-12","73","85","58",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-13","68","71","52",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-14","57","67","52",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-15","64","70","61",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-16","63","68","59",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-17","62","70","53",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-18","60","67","50",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-19","61","73","50",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-20","67","80","55",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-21","70","75","65",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-22","64","66","59",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-23","62","69","57",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-24","61","71","56",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-25","66","83","53",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-26","75","88","60",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-27","79","88","68",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-28","65","72","55",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-29","57","64","52",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-30","63","75","56",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-05-31","66","74","55",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-01","65","77","54",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-02","69","84","53",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-03","75","88","64",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-04","72","84","65",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-05","70","78","62",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-06","69","78","62",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-07","72","85","62",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-08","76","85","63",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-09","69","72","63",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-10","70","79","64",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-11","68","72","63",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-12","65","73","61",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-13","71","83","67",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-14","71","77","60",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-15","68","82","59",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-16","73","81","61",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-17","79","91","70",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-18","86","92","75",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-19","76","79","69",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-20","74","83","61",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-21","71","76","60",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-22","70","79","62",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-23","73","82","64",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-24","75","84","65",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-25","76","86","69",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-26","79","89","71",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-27","76","83","67",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-28","76","87","64",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-29","75","84","64",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-06-30","76","86","66",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-01","81","95","71",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-02","83","96","73",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-03","79","88","70",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-04","72","76","66",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-05","72","84","62",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-06","76","88","61",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-07","81","93","72",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-08","84","95","72",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-09","80","90","71",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-10","78","85","71",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-11","77","86","70",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-12","77","85","69",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-13","77","86","71",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-14","77","85","72",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-15","76","88","72",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-16","75","84","70",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-17","75","84","65",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-18","75","83","64",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-19","74","78","68",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-20","73","79","67",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-21","74","85","66",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-22","78","90","67",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-23","81","92","71",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-24","77","83","71",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-25","75","85","66",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-26","74","82","66",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-27","78","90","69",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-28","78","85","67",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-29","71","78","63",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-30","72","82","63",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-07-31","74","86","63",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-01","76","85","70",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-02","72","76","66",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-03","71","78","67",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-04","76","86","69",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-05","80","89","68",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-06","78","86","71",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-07","76","86","66",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-08","74","84","62",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-09","77","88","65",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-10","78","88","64",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-11","78","85","68",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-12","75","80","72",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-13","75","86","69",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-14","72","81","62",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-15","69","75","59",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-16","70","81","58",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-17","74","86","65",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-18","74","84","63",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-19","72","82","63",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-20","76","83","69",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-21","74","80","66",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-22","71","77","67",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-23","70","74","68",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-24","71","81","63",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-25","74","87","61",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-26","78","87","68",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-27","79","93","67",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-28","78","82","66",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-29","70","79","61",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-30","71","78","62",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-08-31","78","93","71",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-01","81","92","74",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-02","85","95","75",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-03","81","88","72",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-04","78","87","65",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-05","77","87","70",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-06","80","95","68",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-07","73","82","65",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-08","70","77","62",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-09","68","75","62",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-10","70","79","63",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-11","74","86","66",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-12","71","80","61",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-13","64","69","58",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-14","62","72","53",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-15","63","74","52",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-16","63","72","58",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-17","65","74","53",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-18","66","78","54",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-19","62","66","54",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-20","67","74","58",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-21","71","76","66",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-22","68","73","54",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-23","60","74","50",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-24","63","72","55",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-25","62","65","58",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-26","66","78","56",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-27","71","84","56",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-28","73","87","59",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-29","72","79","65",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-09-30","69","72","64",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-01","64","66","61",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-02","64","69","60",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-03","64","70","56",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-04","65","71","50",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-05","53","62","44",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-06","57","71","44",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-07","66","72","62",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-08","67","75","60",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-09","62","70","52",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-10","58","63","49",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-11","55","59","49",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-12","53","64","44",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-13","57","65","48",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-14","69","79","63",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-15","71","76","69",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-16","69","72","60",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-17","65","74","58",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-18","63","70","55",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-19","54","56","43",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-20","49","62","39",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-21","58","67","53",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-22","56","57","51",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-23","53","55","51",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-24","56","69","50",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-25","59","70","48",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-26","60","64","53",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-27","56","65","48",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-28","59","74","49",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-29","63","74","49",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-30","52","61","43",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-10-31","48","54","41",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-11-01","47","48","42",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-11-02","44","50","40",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-11-03","47","62","37",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-11-04","58","71","49",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-11-05","59","64","51",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-11-06","51","53","48",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-11-07","49","54","38",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-11-08","41","49","32",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-11-09","48","57","44",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-11-10","48","61","37",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-11-11","52","65","42",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-11-12","59","66","45",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-11-13","45","48","35",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-11-14","39","44","34",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-11-15","36","44","29",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-11-16","37","44","29",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-11-17","42","49","39",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-11-18","36","44","23",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-11-19","26","33","21",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-11-20","36","47","30",
